title,text,fake
 ,"The ideological differences between Mr Brown and Mr Blair remain relatively modest.Amid all this it is easy to forget that Mr Brown remains the man most likely to succeed Mr Blair as Labour leader.How much longer Mr Brown will continue in the job is not clear (he once said there are two types of chancellor: ""those who fail and those who get out in time."")But, for now, Mr Brown dominates the domestic political scene like few chancellors - or politicians - before him.Mr Blair, for his part, is said to be frustrated that his public service reforms are being thwarted by a vengeful Mr Brown, who reportedly delights in keeping the prime minister in the dark over the contents of his Budget until the last possible minute.The other part of the deal, that Mr Blair will one day stand down in favour of the chancellor, is the stuff of Westminster legend.And Mr Blair's decision to name his own retirement date has at least given Mr Brown something to aim for - even if the prime minister's intention to ""serve a full third term"" if elected, took the shine off the announcement for the chancellor and his supporters.There may be no shortage of possible contenders for the crown - including Mr Milburn - but none can command the sort of support in the parliamentary party and beyond that Mr Brown can.But if his leadership ambitions were at least temporarily thwarted in 1994, Mr Brown continued his devotion to politics.The chancellor opposes the further encroachment of the market into the NHS and is seen as being more ""Old Labour"" than Mr Blair in his approach to wealth redistribution.A truce appears to have been called in the run up to the general election after a fresh spat was sparked by Blairite Alan Milburn being brought in over the head of Mr Brown to run the election campaign.If that was true then, Mr Brown, who married PR executive Sarah Macaulay in 2000, changed his perspective when the couple were hit by tragedy early in 2002.Within four years, Mr Brown had gained his first frontbench post as shadow chief secretary to the Treasury.But with the Tories having appeared to get the better of the pre-election campaign thus far there are reports that Mr Brown - using the Budget as a springboard - is to revitalise Labour's campaign.This dedication to his career was underlined by a comment by Mr Brown's former girlfriend of five years, Princess Marguerite of Romania, the eldest daughter of ex-King Michael of Romania, who said a relationship with him was ""politics, politics, politics"".",0
 ,"Mr Brown will undoubtedly claim the forecasts are simply wrong and that he will have absolutely no need to raise taxes after the election, should Labour win.That is the size of the financial ""black hole"" the Tories, backed by some independent forecasters, believe Mr Brown will have to fill with tax increases after the election.The opposition will reject that by claiming they can keep the economy sound, increase spending and cut taxes at the same time.The Liberal Democrats will also promise to run a sound economy, but based on increased taxes to fund spending and, amongst other things, abolishing the council tax in favour of a local income tax.The opening shot in that battle was fired at the weekend with claims a Treasury leak suggested Mr Brown was ready to slap capital gains tax on home sales to raise some of that cash.And, needless to say, there will be plenty of analysis of what impact the Budget will have on Mr Brown's own ambitions to replace Mr Blair as prime minister at some point after a third win.But Mr Brown will stun Westminster and break just about every historical precedent if he fails to do something designed to put a smile on voters' faces and make them more inclined to back Labour in the election.But probably what that all boils down to is a simple question of which of the parties the voters most trust to keep the economy stable and avoid any unpleasant surprises in the coming years.",0
 ,"he said.Oliver Letwin said the UK could not compete with other countries without the £4bn tax cuts he was promising.Tony Blair has said Conservative policies would cause economic failure.But Mr Letwin said Britain had fallen from fourth to 11th in the international economic competitiveness league.A major change of direction is needed in Britain if it is to prosper, the shadow chancellor said as the Tory Party spring conference began.Mr Letwin said voting for Labour meant choosing higher taxes, borrowing and waste.Earlier, Dr Fox had said Labour's rule had been characterised by ""lost trust and failure to deliver"".",0
 ,"There will also be elections for local councils and mayors in parts of England on 5 May.People in England, Scotland and Wales must have registered by 1700 GMT to be able to vote in the general election if it is held, as expected, on 5 May.Last week Preston City Council reported that more than 14,000 of its voters were not registered.""If you want your voice to be heard on 5 May you will need to have registered by Friday 11 March.""Those who filled in forms last autumn should already be on the register - but those who have moved house or were on holiday may have been left off.",0
 ,"The Health and Safety Executive said it was trying to get workers more involved in helping to make workplaces safer.The TUC has called on the government to appoint ""roving"" safety reps and to increase spending on health and safety work inspections.The Health and Safety Executive had said that it had launched an initiative to make factories and offices safer, with more worker involvement.The government should change the law to give more protection to employees who raise health and safety concerns about their workplaces, the TUC has said.It said data from employment tribunals suggested 1,500 ""safety whistleblowers"" had lost their jobs since 1999.Mr Barber, who said the ""problem is far worse than official statistics show"", called for a legal system that ""protects safety whistleblowers"".",0
 ,"In November, MPs urged ministers to make councils create sites because 3,500 travellers have no place to stop.Ms Cooper said an annual scheme to refurbish existing traveller sites would now be extended to consider council bids for new stopping places.""There are two major problems in the planning system at the moment concerning Gypsy and traveller sites,"" said Ms Cooper.Numerous communities and councils were paying for lengthy and expensive evictions against travelling communities, said the MPs.More money is to be given to councils to develop official caravan parks, said housing minister Yvette Cooper.Under the new regulations, expected to be in force in the spring, officials will be able to serve ""temporary stop notices"" aimed at preventing works on a site before a council has had chance to obtain a full legal ban.In their November report, MPs from the committee scrutinising the Office for the Deputy Prime Minister, responsible for housing, said most illegal traveller encampments were caused by a lack of places to stop.Andrew Ryder, of the Traveller Law Reform Coalition, said: ""We welcome talk about an obligation on councils to identify land for Gypsies and travellers, so long as it is a real obligation as opposed to a recommendation which could be and was easily ignored.",0
 ,"Mr Bush's re-election came at a crucial time for a world that was ""fractured, divided and uncertain"", Mr Blair said.Lib Dem foreign affairs spokesman Menzies Campbell said a win by Mr Kerry would have given Mr Blair the chance of a fresh start, adding it was almost as if there was an ""umbilical cord"" between Mr Bush and the UK premier.Mr Bush's first task was to ""rebuild a sense of domestic purpose"" within the US, he said.Mr Blair said states had to work with the US to fight global terrorism.Even before the result became clear, Mr Blair was being urged to push for action on climate change at his first meeting with whichever candidate won.The election of the US president was significant for the world but particularly so for Britain because of its special relationship, he added.But Myron Ebell, an adviser on climate change to President Bush, has said there would be no change in the US stance and rejected the threat of climate change.Solving the conflict in the Middle East was the world's single most ""pressing political challenge"" of the present day, Mr Blair warned.Tony Blair has said he looks forward to continuing his strong relationship with George Bush and working with him during his second term as president.Environment Secretary Margaret Beckett has said the US will act on global warming despite George Bush's refusal to sign up to the Kyoto protocol on carbon emissions.",0
 ,"In its report on the council's work the committee said: ""We are deeply concerned by the skills shortages afflicting, in particular, the qualitative branches of social sciences.A national body designed to tackle skills shortages in key subjects should be set up, a committee of MPs has said.There was an ""absolute crisis"" in the recruitment of statisticians and other social science experts, the Commons science and technology committee added.The council aims to promote and support strategic research for social science postgraduates and provide social scientists to meet the needs of the country.The committee was reporting on the work, strategy and spending plans of the Economic Social Research Council.",0
 ,"All e-mails are subject to the freedom of information laws, but the important thing was the content of the e-mail, said Mr Thomas.The timing of the new rules just before the Freedom of Information Act comes into forces was ""too unlikely to have been a coincidence"", Mr Beith said.Mr Beith urged the information commissioner to look at how the ""e-mail regime"" could ""support the freedom of information regime"".Richard Thomas ""totally condemned"" the deletion of e-mails to prevent their disclosure under freedom of information laws coming into force on 1 January.Mr Thomas said: ""The new Act of Parliament makes it very clear that to destroy records in order to prevent their disclosure becomes a criminal offence.""Government guidance said e-mails should only be deleted if they served ""no current purpose"", Mr Thomas said.But a Cabinet Office spokeswoman said the move was not about the new laws or ""the destruction of important records"".He said there was already clear guidance on the retention of e-mails contained in a code of practice from the lord chancellor.",0
 ,"Labour said the poster was ""not anti-Jewish, but anti-Tory"".He said there was nothing more distasteful for a Jewish person than to be associated with a pig.""As we said at the time the James report (the Tory backed inquiry into possible public spending savings) was published pigs will fly before the Tory's sums will add up.The campaign was particularly insensitive as it had come out at the same time as Holocaust Day, a ""difficult"" time for many Jewish people, Mr Mennear added.A Labour spokesman denied the campaign was anti-Semitic.This poster is making a serious point,"" he said.A Conservative Party spokesman said: ""While the Conservatives are concentrating on the issues that matter to people, such as lower taxes and controlled immigration, it is clear to see that the Labour Party is not.",0
 ,"""Yet throughout our inquiry we have seen time and time again that extremely vulnerable people are entering custody with a history of mental illness, drug and alcohol problems and potential for taking their own lives.""There was one prison suicide every four days between 1999 and 2003, MPs said.The report, which followed a year-long inquiry by the committee, found the high death rate ""amounts to a serious failure to protect the right to life of a highly vulnerable group"".The misplaced over-reliance on the prison system for some of the most vulnerable people in the country is at the heart of the problems that we encountered.Committee chairman Labour MP Jean Corston said: ""Each and every death in custody is a death too many, regardless of the circumstances.The committee also highlighted ""deeply worrying"" cases of children and young people taking their own lives.Many of those who ended up taking their own lives had ""presented themselves"" to the authorities with these problems before they even offended, the report said.The joint committee on human rights found those committing suicide were mainly the most vulnerable, with mental health, drugs or alcohol problems.",0
 ,"But Mr Herron said North East people did not want or need an assembly.But Mr Herron - who gained fame as one of Sunderland's ""metric martyrs"" and is running his own No campaign alongside the official North East Says No campaign - said he was not convinced by Mr Mallon's arguments.Mr Mallon said an assembly would give local people more of a say over key issues such as transport and crime.Middlesbrough mayor Ray Mallon has been drafted in to boost the Yes campaign as the North East assembly referendum enters its final week.Graham Robb, spokesman for North East Says No, said the Yes campaign's decision to get personal dragged the campaign ""into the gutter"" and showed they were ""rattled"".""The campaign is being run by two-bit Conservatives who are not interested in what happens in the North East; they are interested in hitting the Labour party over the head,"" he said.""It can push paper around but it can not get people moving,"" he said.Mr Mallon is a late recruit to the Yes campaign after rejecting overtures from No campaigners including, he claims, Tory leader Michael Howard.On Wednesday, Mr Mallon provoked fury by branding the official No Campaign ""two-bit Tories"" in a confrontation outside its Durham headquarters.The accountability should be in the North East as well.""",0
 ,"Javier Solana, EU foreign policy chief, says phone-tap evidence works in the courts of other European countries.Mr Solana told ITV1's Jonathan Dimbleby programme: ""[Phone-tap evidence in court] works, it is normal that it is done, it would be naive not to do it.But Home Secretary Charles Clarke says the evidence would not make much difference to these cases.Human rights groups, top police officers and many MPs say allowing the evidence would remove the need to detain terror suspects without charge.But critics of phone-tap trials say the evidence is often weak and can expose the methods of the security services.The government is being naive by refusing to allow phone-tap evidence in court, a senior EU politician says.Several suspects have been detained under these powers because evidence against them was deemed too sensitive to be heard in court.The home secretary says intercepts would not make much difference because cases against terror suspects frequently rely on other kinds of surveillance.",0
